elapsed_seconds,elapsed_days,earth_ssb_error_km,earth_heliocentric_error_km,saturn_ssb_error_km,saturn_heliocentric_error_km
97200,1.125,6.08991247864226e-05,6.09615401728985e-05,0.00255350006720846,0.00255355635297302
189900,2.19791666666667,0.000240393651956628,0.00024060412774583,0.00878616075319446,0.00878628353118095
282600,3.27083333333333,0.000553200557636469,0.000553607630175126,0.0269361518719033,0.0269364784995321
375300,4.34375,0.00101666975147666,0.00101726923914024,0.0222523426507148,0.0222534605778942
468000,5.41666666666667,0.00164921885935941,0.00164991541821252,0.0594954242732499,0.059495805292593
560700,6.48958333333333,0.00246598772977217,0.00246659690374106,0.0936302387112974,0.0936322099731134
653400,7.5625,0.00347857238546115,0.00347881745683745,0.139929447862354,0.13993245074884
745200,8.625,0.00467422928508394,0.00467375234283352,0.151601629611332,0.151605990865591
838800,9.70833333333333,0.00607329183493754,0.00607163750161899,0.210871675680601,0.21087745196916
931500,10.78125,0.00760193559846907,0.00759864435675269,0.173331330321075,0.173338421517837
1023300,11.84375,0.00920204619908307,0.00919672011953702,0.308205225577001,0.308213342886243
1116000,12.9166666666667,0.010840191845696,0.0108324761536001,0.262725831263273,0.262732630628666
1208700,13.9895833333333,0.0124372915222396,0.012427014254859,0.282152747387497,0.282156532451892
1301400,15.0625,0.0139396040884583,0.0139267855500608,0.236933777913566,0.236935061593934
1394100,16.1354166666667,0.0153079933229577,0.0152929222663413,0.233415312521504,0.233407536876279
1486800,17.2083333333333,0.016518506432723,0.0165017061296658,0.0966318948994416,0.0966247103932428
1578600,18.2708333333333,0.0175490102474385,0.0175312605684611,0.245953432286815,0.245934256908284
1671300,19.34375,0.0184170664043414,0.018399386610999,0.18771173865113,0.18769183685559
1764000,20.4166666666667,0.0191154038165893,0.0190990100707073,0.222150344634929,0.222143165003343
1856700,21.4895833333333,0.0196493911630774,0.0196356298069146,0.198700152705003,0.198707094933561
1949400,22.5625,0.0200314248239434,0.020021735639308,0.365429799732969,0.365444942073524
2042100,23.6354166666667,0.0202741957881814,0.0202700151174719,0.230484281638047,0.230511751618066
2134800,24.7083333333333,0.0203929046912902,0.0203955932766899,0.470980694314843,0.471010706224797
2226600,25.7708333333333,0.0204054343958737,0.0204160931909548,0.53850684909189,0.538547718894292
2318400,26.8333333333333,0.0203331975766534,0.020352712056174,0.577785708804046,0.577828919514708
2411100,27.90625,0.0201996763873708,0.0202286555621121,0.440859682143813,0.44090376716192
2503800,28.9791666666667,0.020040136247096,0.0200785423628195,0.617815139373502,0.617848620980615
2596500,30.0520833333333,0.0199038892954826,0.0199508381495955,0.423616543755681,0.423644237555304
2689200,31.125,0.0198591061189072,0.0199127258319612,0.602969806070878,0.60298349708073
