elapsed_seconds,elapsed_days,earth_ssb_error_km,earth_heliocentric_error_km,saturn_ssb_error_km,saturn_heliocentric_error_km
91800,1.0625,0.000799047263698658,0.000799011854543844,0.00269689402758648,0.00269560990973224
183600,2.125,0.00318583668947495,0.00318562966379137,0.0078740178254505,0.00787878401821758
276300,3.19791666666667,0.00717951986367644,0.0071788429171749,0.0244173639046668,0.0244300894553973
368100,4.26041666666667,0.0126581541947205,0.0126566516583771,0.0254164465801962,0.0254141301562572
460800,5.33333333333333,0.0196669650617268,0.0196641991734491,0.0549786592491673,0.0550168324565601
552600,6.39583333333333,0.0279979582764961,0.0279934962965741,0.0962099946035266,0.0962326971553659
644400,7.45833333333333,0.0376386482643064,0.0376320906361358,0.133813605909377,0.133841206987829
737100,8.53125,0.0486399083523987,0.048631019418211,0.148878169572139,0.148872985616048
828900,9.59375,0.0607550807981249,0.0607439389046055,0.211289294268835,0.211240579488136
921600,10.6666666666667,0.0742430674577961,0.0742300151165346,0.169327664583958,0.16924068291223
1013400,11.7291666666667,0.0889416464242463,0.0889273875817122,0.293192715273084,0.293076303661143
1106100,12.8020833333333,0.105325787696678,0.105311293796172,0.263420871718093,0.263193705723502
1197900,13.8645833333333,0.123322104735481,0.123308357533446,0.286353863795135,0.286067297124928
1289700,14.9270833333333,0.143335949864508,0.143323665830093,0.233108566650889,0.23278168410644
1382400,16,0.165809490276155,0.165798946626506,0.24151071617439,0.241217322094803
1474200,17.0625,0.190444468979045,0.190435307288845,0.0968298544665411,0.0965816416359575
1566900,18.1354166666667,0.217777193705711,0.217768386611665,0.249001499198711,0.24888021003642
1658700,19.1979166666667,0.247251250673508,0.247241246143421,0.193393083987563,0.193784257862413
1751400,20.2708333333333,0.279356434227886,0.279343130730986,0.22448798137964,0.225099334069782
1843200,21.3333333333333,0.31334169495072,0.313322733705043,0.214760661983568,0.21533540528112
1935000,22.3958333333333,0.349355175308144,0.349327923220274,0.346127047740057,0.346705662906216
2027700,23.46875,0.387617332829441,0.387578920405465,0.259540231144541,0.259682694737738
2119500,24.53125,0.427228393030741,0.427176116699703,0.43703768325745,0.437377936083705
2212200,25.6041666666667,0.468819361753928,0.468750307480714,0.539215548402738,0.539044776623548
2304000,26.6666666666667,0.511457963117914,0.511369601465905,0.56422139793642,0.563695410844574
2395800,27.7291666666667,0.555436865010073,0.555326654760614,0.427606674338044,0.426755474723436
2488500,28.8020833333333,0.60111885710301,0.600984147123458,0.620798849855293,0.619711795727686
2580300,29.8645833333333,0.647542551954304,0.647381322379357,0.417379278688591,0.416067558728748
2673000,30.9375,0.695552018284289,0.695361914887954,0.572348318466522,0.570923853105369
2765700,32.0104166666667,0.744637990061594,0.74441713010005,0.500412703326281,0.499237921033175
2857500,33.0729166666667,0.794260348275689,0.794007441916189,0.482614472308458,0.48213115561378
2950200,34.1458333333333,0.845365907079336,0.845079405662682,0.187507535872973,0.187782462553143
3042000,35.2083333333333,0.896977529626422,0.896656922250231,0.375869837786256,0.376850433544319
3134700,36.28125,0.950190830327737,0.949835465101532,0.31991463693363,0.321867065802278
3226500,37.34375,1.00414996140196,1.00376029064026,0.433628333008261,0.435687944282792
3319200,38.4166666666667,1.06020548843308,1.0597817773415,0.559840822959965,0.561561635238112
3411900,39.4895833333333,1.1182437162379,1.1177867422372,0.774163937136134,0.775071256256691
3503700,40.5520833333333,1.17814744413332,1.17765824718337,0.57014336919507,0.569968986401221
3595500,41.6145833333333,1.24094439727601,1.24042325393362,0.776944696395425,0.777049109479586
3688200,42.6875,1.30770591983666,1.30715198786717,0.710231664300585,0.708738802073307
3780000,43.75,1.37741816875272,1.37683025889908,0.891260659733358,0.889641069257565
3872700,44.8229166666667,1.45158595305738,1.45096117784592,0.897959007584652,0.895402255988252
3964500,45.8854166666667,1.5287708385141,1.52810598265081,0.913607287293058,0.910482274702682
4057200,46.9583333333333,1.6103797355548,1.60966991717523,0.486625433090494,0.483615517271699
4149000,48.0208333333333,1.6946455468754,1.69388605397471,0.777493015388645,0.774314986812079
4241700,49.09375,1.78298192489587,1.78216650951253,0.497245268763742,0.495655582869617
4333500,50.15625,1.87340226912544,1.87252537229231,0.545358351592002,0.544968200504889
4426200,51.2291666666667,1.96737976043161,1.96643437794164,0.558289242210215,0.560745557950828
4518000,52.2916666666667,2.06278014957282,2.06176048581901,0.757685209024202,0.761575571071238
4610700,53.3645833333333,2.16115830924211,2.16005719023299,0.55812873644347,0.560937618374321
4702500,54.4270833333333,2.26029996591163,2.25911189708456,0.689344023236284,0.693304148502624
4795200,55.5,2.36186416144449,2.36058218327568,0.886094825787222,0.888280977451757
4887000,56.5625,2.4636324903551,2.46225201368144,0.975699132401882,0.977109293229755
4979700,57.6354166666667,2.56739765443303,2.56591246148651,1.02880467468318,1.02795782457317
5071500,58.6979166666667,2.67099764719677,2.66940399162351,1.36853314340796,1.36624408314926
5163300,59.7604166666667,2.77534513287202,2.77363900866982,0.887921658163138,0.883453246626815
5256000,60.8333333333333,2.88143857956491,2.87961537250335,1.05602167367462,1.05201393116661
5347800,61.8958333333333,2.98723963754854,2.98529749762243,1.08237479453055,1.0767534651341
5440500,62.96875,3.09490909955892,3.09284434356409,1.1334473458475,1.1276291173024
5533200,64.0416666666667,3.20358300447442,3.20139376343231,0.776327541212105,0.771264983902132
5625000,65.1041666666667,3.31246748989495,3.31015372401672,0.970241503241389,0.967732398330707
5717700,66.1770833333333,3.4241152555034,3.42167491907763,0.544499792776094,0.548556461561565
5810400,67.25,3.53803778608568,3.53547023763466,0.566162992686436,0.567328870528832
5902200,68.3125,3.65377440370374,3.6510802602368,0.702012906970043,0.708582993660613
5994000,69.375,3.77312257224402,3.77030066151223,1.026737088963,1.03377950877146
6086700,70.4479166666667,3.89794445675459,3.89499135795068,0.961384437272832,0.966673336231533
6178500,71.5104166666667,4.02627777729818,4.02319155727861,1.27559924359719,1.28011182828221
6271200,72.5833333333333,4.160887918319,4.15766256226086,1.24716620306292,1.24579923741149
6363000,73.6458333333333,4.29920045262307,4.29583154028554,1.18232196097437,1.18286535479609
6455700,74.71875,4.44380021516478,4.44027945536995,1.40696808785247,1.40429905258449
6547500,75.78125,4.5916395670727,4.58796064341666,1.6241854018291,1.6185344198868
6639300,76.84375,4.74378698398511,4.73994139818176,1.28774562325843,1.27953522902992
6732000,77.9166666666667,4.90143079245963,4.89740784411039,1.54381846068833,1.53514032953172
6824700,78.9895833333333,5.06268979199563,5.05848013038989,0.955398780270989,0.947291053494584
6916500,80.0520833333333,5.22550641286763,5.22110234538073,0.93761168464642,0.928713016777826
7009200,81.125,5.3925940298966,5.38798390062023,1.02010080294067,1.01440687193203
7101000,82.1875,5.560205320174,5.5553815733804,1.14564334228945,1.1455208121622
7193700,83.2604166666667,5.73110219738417,5.72605349868858,0.765197754533738,0.774594443688775
7285500,84.3229166666667,5.9014609066228,5.89618062964426,1.00275730304057,1.0121777118873
7379100,85.40625,6.07584055999875,6.07031570194107,1.1228515035709,1.13220031115352
7470900,86.46875,6.24716976213848,6.2413976471363,0.901465821952244,0.910791319732525
7563600,87.5416666666667,6.42024247300885,6.41421402541094,1.32213317490981,1.32857640854736
7655400,88.6041666666667,6.59160234323833,6.585314357828,1.94775858845124,1.95148164324797
7748100,89.6770833333333,6.76465003122408,6.75809497066721,1.60182488559845,1.59766439390939
7839900,90.7395833333333,6.93618289460651,6.9293591800592,1.6676367454402,1.66358502709493
7932600,91.8125,7.10982997472967,7.10273133626261,1.69997336410265,1.68997876362334
8024400,92.875,7.28258684226017,7.27521281700165,1.5444745415092,1.53453023678856
8117100,93.9479166666667,7.45833766016551,7.45068294004338,1.4786984038004,1.46630657550015
8208900,95.0104166666667,7.63430251580702,7.62636738545914,1.89837272031472,1.8853851766866
8301600,96.0833333333333,7.81470858179958,7.80648790228928,1.19113538997843,1.18395954243945
8393400,97.1458333333333,7.99689866048125,7.98839255999901,1.04344878377169,1.03426704109441
8486100,98.21875,8.18527995353262,8.17648233980663,0.908287378915242,0.913786648545163
8577900,99.28125,8.37688298966404,8.36779251315033,0.877557173615017,0.88548938788146
8669700,100.34375,8.57397791728676,8.5645893323812,0.912876587137571,0.926374354355322
8762400,101.416666666667,8.77879702722012,8.76910095630628,1.56637492687929,1.58142830994535
8854200,102.479166666667,8.9873510595083,8.97734305705413,1.82637647026057,1.83497192825307
8946900,103.552083333333,9.20353578966011,9.19320450274414,1.45222039793483,1.46158243428469
9038700,104.614583333333,9.42283942609215,9.4121790468213,1.75040765920028,1.75261805640451
9131400,105.6875,9.64916101664382,9.6381587788819,1.83896609681858,1.83791623374876
9224100,106.760416666667,9.87991058050616,9.868556575068,1.90856919777687,1.90185260791582
9324000,107.916666666667,10.1329381451673,10.1211936682719,2.57088726073569,2.56060642395514
9415800,108.979166666667,10.3688149158564,10.3567010802309,1.85834384771596,1.84118873279351
9509400,110.0625,10.6119397969797,10.5994389774427,1.61791079169005,1.60061497641326
9601200,111.125,10.8522180450848,10.8393276495487,1.55862285223779,1.54113976128985
9693000,112.1875,11.0935109162993,11.0802214179862,1.54745557348467,1.53158294111649
9784800,113.25,11.3350176303802,11.3213200605396,1.00806060778885,1.00085144632564
9876600,114.3125,11.5760070075797,11.5618931854327,1.68632910029253,1.68600994554738
9966600,115.354166666667,11.8112184077942,11.7966895011744,1.45737809254015,1.47527571868943
10060200,116.4375,12.0543916168863,12.0394247828115,0.888198644588688,0.907723201324533
10152900,117.510416666667,12.2937041856754,12.2782983708633,1.33967328770492,1.3585876345193
10247400,118.604166666667,12.536299050209,12.5204412625437,1.86377810983359,1.88157369749395
10341000,119.6875,12.7756295946354,12.7593204740508,1.73916173056355,1.74799348234898
10432800,120.75,13.009971764963,12.9932169429235,2.42171385956204,2.42894489044136
10528200,121.854166666667,13.2537883884757,13.2365676107004,2.5527278484495,2.54387515738712
10625400,122.979166666667,13.5033621232566,13.4856639111585,2.04575557890506,2.03651455090311
10724400,124.125,13.7597993499136,13.7416121672133,1.98012247677217,1.96587992462231
10822500,125.260416666667,14.0172688194618,13.9985942356454,2.53646690706096,2.51558427050592
10914300,126.322916666667,14.2622302432243,14.2430965920071,1.81206890164914,1.78892342442755
11016000,127.5,14.5391512035735,14.5195049515719,2.45993354056941,2.43824758476598
11103300,128.510416666667,14.7821176272431,14.7620273301789,1.32571661438857,1.31744269929942
11194200,129.5625,15.0406223005218,15.0200650015481,1.12197401602573,1.1178541521421
11285100,130.614583333333,15.3048751430225,15.2838455122195,1.01282417393019,1.01506363166657
11376900,131.677083333333,15.5774945566865,15.5559819381371,1.7396009196796,1.75717652662926
11468700,132.739583333333,15.8556461536326,15.8336441620823,1.37728391881487,1.40227218452012
11569500,133.90625,16.1670026494227,16.1444554995219,2.25384529419448,2.27859796573127
11662200,134.979166666667,16.4583190641921,16.4352632988894,2.13078174552992,2.14401871356484
11753100,136.03125,16.7480624288342,16.7245010057111,1.96539416235014,1.97418652735388
11856600,137.229166666667,17.0821058838199,17.0579603398155,2.02094788870949,2.02706886011508
11952000,138.333333333333,17.393019537968,17.3683278720186,3.28099544922448,3.27354728744489
12049200,139.458333333333,17.7116993834518,17.6864439017344,2.35542671308744,2.3400210871456
12141000,140.520833333333,18.0133196860675,17.9875251428953,2.95289416248628,2.92959602128458
12228300,141.53125,18.2996632427215,18.273350695839,2.20763431692605,2.17900028534542
12323700,142.635416666667,18.6108416034001,18.5839577777172,2.02665349735878,1.99748316897281
12415500,143.697916666667,18.9075605242303,18.8801227755354,1.83233564693746,1.80265829875469
12510900,144.802083333333,19.2123641154446,19.1843473858363,2.33621422011283,2.32157919535586
12602700,145.864583333333,19.502003232171,19.4734271295553,1.26291885575458,1.2670186906925
12696300,146.947916666667,19.7938309029574,19.7646831281704,1.77939313302969,1.79543646673201
12802500,148.177083333333,20.121418640015,20.0916215237105,1.33309500442958,1.3642038451884
12894300,149.239583333333,20.4024716109469,20.3721129475664,1.65647678031253,1.6859453943869
12982500,150.260416666667,20.6715567329708,20.6406586832187,1.6530325752841,1.68477113458077
13075200,151.333333333333,20.9543492223798,20.9228847114272,3.12669819797455,3.14830670736736
13167000,152.395833333333,21.2353964650206,21.2033711670261,2.37476825505616,2.3807178302906
13259700,153.46875,21.5212610478448,21.4886698727242,3.08807649925553,3.08580908355718
13351500,154.53125,21.8073877716252,21.7742365855588,2.73375887969103,2.72251064779913
13441500,155.572916666667,22.0916971589068,22.0579970055393,2.70238919683401,2.67947060323546
13530600,156.604166666667,22.3775421394411,22.3432983123507,2.47653840058765,2.45396197739697
13623300,157.677083333333,22.6800799815887,22.64527023772,3.64852262768965,3.61405368794453
13725900,158.864583333333,23.0214060253187,22.9859695864597,2.14332485848283,2.10810530465376
13816800,159.916666666667,23.3295729951038,23.2935808589822,2.03039060535382,2.00211862283111
